,Id,Sentence,First Topic,Second Topic,Third Topic,Fourth Topic
809,IL3_NW_031243_20160427_G0040007F_segment_2,"The tremor was very strong in cities like Urumchi, Sanji, Chochek, Kuytun, and Shixo.",earthquake disaster,inundate,earthquake magnitude,village
810,IL3_NW_031227_20140217_G0040006D_segment_2,"The earthquake was severe. It affected almost 44 provinces, counties, villages, and some pastures in Keriya, Qira, Lop, and Hotan. 455 thousand 573 people became victims of the disaster.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
811,IL3_NW_031209_20160211_G004030EP_segment_5,"He planned to return from his travels after February 2nd. He traveled throughout Hong Kong province and the city of Shenzhen. On February 5[th], he arrived at Ganxian, Ganzhou city, Zhejiang province. On February 6[th], he checked himself in to the department of infectious diseases at the People's Hospital of Ganxian country to start his treatment.",earthquake disaster,inundate,flood hospital,virus
812,IL3_NW_031214_20140217_G0040005O_segment_3,"Many old houses and animal folds have toppled in this earthquake, and bridges, tunnels, and water facilities have been destroyed in the different levels (though none of the houses from the Welfare and Beneficial House Project have toppled).",earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
813,IL3_NW_031210_20140213_G0040006B_segment_4,"At 13:34, Feb 13, another 4.1 magnitude earthquake hit Kiriye County, with the depth of 8 kilometers.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
814,IL3_DF_031213_20140212_G0040007S_segment_24,A 3.8 magnitude earthquake with the depth of 6000 meters hit Feb 12 at 3:41 Urumqi time.,earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
815,IL3_DF_031213_20140212_G0040007S_segment_26,"A 3 magnitude earthquake with the depth of 12,000 meters hit Feb 12 at 3:33 Urumqi time.",earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
816,IL3_DF_031213_20140212_G0040007S_segment_29,"A 4.2 magnitude earthquake with the depth of 14,000 meters hit Feb 12 at 3:26 Urumqi time.",earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
817,IL3_DF_031213_20140212_G0040007S_segment_30,A 5.7 magnitude earthquake with the depth of 5000 meters hit Feb 12 at 3:25 Urumqi time.,earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
818,IL3_DF_031213_20140212_G0040007S_segment_25,A 4.2 magnitude earthquake with the depth of 9000 meters hit Feb 12 at 3:36 Urumqi time.,earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
819,IL3_DF_031213_20140212_G0040007S_segment_28,A 3.3 magnitude earthquake with the depth of 8000 meters hit Feb 12 at 3:29 Urumqi time.,earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
820,IL3_DF_031213_20140212_G0040007S_segment_23,A 3.4 magnitude earthquake with the depth of 7000 meters hit Feb 12 at 3:55 Urumqi time.,earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
821,IL3_DF_031213_20140212_G0040007S_segment_22,A 4.9 magnitude earthquake with the depth of 6000 meters hit Feb 12 at 4:00 Urumqi time.,earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
822,IL3_DF_031213_20140212_G0040007S_segment_27,"A 3.4 magnitude earthquake with the depth of 11,000 meters hit Feb 12 at 3:30 Urumqi time.",earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
823,IL3_DF_031213_20140212_G0040007S_segment_21,A 3.2 magnitude earthquake with the depth of 6000 meters hit Feb 12 at 4:04 Urumqi time.,earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
824,IL3_NW_031227_20140217_G0040006D_segment_5,"The initial report on February 18[th] showed that 60 thousand 340 households collapsed, 91 thousand 960 households were severely damaged, and 77 thousand 372 households were slightly damaged. There were 11 thousand 515 sheep reported dead. More than 497 bridges and tunnels were destroyed. Almost 113 small parts fell off the roads.",earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
825,IL3_WL_031216_20140215_G0040005J_segment_1,"% H& q* h6 \9 @1 x' x- \) _9 ]) R+ j Cracks appeared in office walls in Keriya, Hotan after the strong earthquake.",earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
826,IL3_WL_031216_20140215_G0040005L_segment_4,"Just after this helpful aid, all the employees in the Hotan Ilqi Woolen Textile Clothing Company, the branch company of the Xinjiang Ilqi Clothing Cultural Development Company, collected their donations and delivered to the affected area at night.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
827,IL3_NW_031227_20140217_G0040006E_segment_2,"Accordingly, The Xinjiang Red Cross petitioned the Chinese Red Cross, asking the Kashkar Earthquake Preparation and Prevention office to send 60 tents, 80 tanks, and 800 blankets and mattresses to the severely damaged disaster areas.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
828,IL3_NW_031243_20160427_G0040007F_segment_4,"According to the initial report, it takes longer to prepare statistics on casualties and economic damages since the earthquake occurred in a mountainous area.",earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
829,IL3_NW_031227_20140217_G0040006C_segment_19,"Actually, a strong system of earthquake preparation and damage reduction was outlined. Although Xinjiang is not a fully developed province, its damage reduction system is well developed.",earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
830,IL3_NW_031214_20140217_G0040007K_segment_19,"Actually, a strong system of earthquake protection and damage reduction was outlined. Although Xinjiang is not a fully developed province, its damage reduction system is well developed.",earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
831,IL3_WL_031229_20140225_G0040006K_segment_25,This area of Atchan village is a mountainous area which was sparsely populated and loosely inhabited.,earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,village disaster earthquake rescue
832,IL3_NW_031227_20140217_G0040006C_segment_28,"More than three years later, the Autonomous Region has invested 81 billion 500 million yuan for building 920 thousand houses to help victims. Because of this, more than 3 million 600 thousand farmers and herdsman moved into strong and earthquake-resistant houses.",earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,village disaster earthquake rescue
833,IL3_NW_031208_20150610_G00400076_segment_5,"A massive sandstorm appeared in Hotan City, and hit the urban region, which caused every place to be surrounded by plastic debris and rubbish.",earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
834,IL3_WL_031216_20140215_G0040005J_segment_6,The seismological bureau and station of Hotan Prefecture also allocated some employees and sent them to the affected area for investigating the disaster.,earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
835,IL3_DF_020015_20160213_G004013VX_segment_21,"2 p+ r( ~; z% W7 J"" p1 f; e0 I2 v7 f 7 z$ [2 J"" s x5 o",earthquake disaster,inundate,railway,earthquake fire village
836,IL3_NW_031214_20140217_G0040007K_segment_25,"After the earthquake in Keriya, shelters, blankets, and food were provided to the residents. This apparently was the advantage of having enough emergency rescue supplies in a building.",earthquake disaster,disaster earthquake rescue,earthquake food,food resettlement
837,IL3_NW_031227_20140217_G0040006C_segment_25,"After the earthquake in Keriya, shelters, blankets, and food were provided to the residents. This apparently was the advantage of having enough emergency rescue materials in a building.",earthquake disaster,disaster earthquake rescue,earthquake food,food resettlement
838,IL3_NW_031235_20160225_G0040006S_segment_8,"After a branch of the Railway Bureau of Dorbiljin District received a call for help from the village community, they started to remove the snow with other related agencies on the morning of February 22nd. By the evening of February 23rd, almost seven square kilometers of livestock paths was cleared.",earthquake disaster,inundate,railway,disaster
839,IL3_NW_031214_20140215_G00400061_segment_28,"According to the following reports, thankfully no one was dead in this earthquake in Atchan township; however, we were informed that houses were damaged.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
840,IL3_NW_031239_20150327_G00400056_segment_1,"Released time: March 27, 2015 Updated: March 27, 2015 The Voice of Turkey Broadcast news: Seven people killed in the flooding which occurred in northern Chile, and the infrastructure damage in the neighbourhoods affected people's lives.",earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
841,IL3_NW_031208_20140515_G0040004Y_segment_10,"28,500 Yuan per house is the settle construction standard, and Kiriye County supplied every family with bricks and cement, despite the distance. Pishke village leadership found construction teams in other village bazaars - - to solve the wood supply problem for 41 peasants, assuring the beginning of reconstruction on March 24.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
842,IL3_DF_020015_20160502_G004013ZA_segment_13,"y* @# V# W8 V8 P"" c# k "" G4 D& N, ~1 L"" U' z1 f",earthquake disaster,inundate,railway,earthquake fire village
843,IL3_NW_031214_20140215_G00400063_segment_1,"Arman is with the victims all the time. Since the news about the magnitude 7.3 earthquake that hit Kiriye County on Feb 12 was released, Arman Muslim Foods Industrial Group of Xinjiang immediately contacted the relevant department in the affected area, collecting the information about the victims and the supplies they need, coming to actions of condolences for the affected area.",earthquake disaster,disaster earthquake rescue,earthquake livestock disaster,earthquake disaster
844,IL3_NW_031227_20140217_G0040006C_segment_27,The Autonomous Region started this project in 2010. Disaster prevention and resident aid were closely related by using new standards and requirements in the early years.,earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
845,IL3_NW_031214_20140217_G0040007K_segment_27,The Autonomous Region started this project in 2010. Disaster prevention and aid to residents were closely related by using new standards and requirements in the early years.,earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
